column,value,count
adr,39.6,5
adr,193.0,5
adr,234.0,5
adr,116.5,5
adr,76.67,5
adr,103.05,4
adr,98.8,4
adr,84.6,4
adr,223.0,4
adr,31.0,4
adr,40.5,4
adr,212.0,4
adr,270.0,4
adr,46.8,4
adr,51.0,4
adr,52.85,4
adr,52.8,4
adr,83.16,4
adr,108.9,4
adr,107.95,4
adr,244.0,4
adr,205.0,4
adr,142.5,4
adr,95.5,4
adr,142.0,4
adr,245.0,4
adr,134.3,4
adr,126.67,4
adr,129.6,4
adr,34.2,4
adr,52.4,4
adr,104.55,4
adr,64.8,4
adr,125.8,4
adr,40.05,4
adr,78.5,4
adr,82.8,4
adr,178.0,4
adr,124.2,4
adr,66.6,4
adr,128.7,4
adr,241.0,4
adr,201.0,4
adr,239.0,4
adr,108.8,4
adr,50.85,4
adr,133.5,4
adr,188.0,4
adr,87.78,4
adr,70.4,4
adr,265.0,4
adr,108.3,4
adr,216.9,4
adr,119.7,4
adr,232.0,4
adr,76.8,4
adr,184.0,4
adr,145.5,4
adr,18.0,4
adr,57.6,4
adr,111.6,4
adr,70.67,4
adr,73.37,4
adr,138.5,4
adr,171.9,4
adr,134.1,4
adr,51.4,4
adr,93.08,4
adr,135.15,4
adr,45.5,4
adr,114.75,4
adr,168.0,4
adr,110.7,3
adr,48.5,3
adr,59.8,3
adr,73.33,3
adr,98.25,3
adr,58.9,3
adr,38.4,3
adr,77.85,3
adr,164.8,3
adr,89.4,3
adr,35.1,3
adr,110.4,3
adr,117.04,3
adr,101.15,3
adr,129.7,3
adr,89.75,3
adr,162.9,3
adr,135.27,3
adr,163.0,3
adr,135.2,3
adr,192.0,3
adr,72.9,3
adr,35.11,3
adr,170.33,3
adr,161.1,3
adr,84.8,3
adr,182.0,3
adr,100.7,3
